Category,Message
ham,"Subject: re : preliminary "" buyback & deficiency deals "" worksheet for july
2000 activity
attached is the final "" buyback & deficiency deals "" worksheet for july 2000
activity .
from : robert e lloyd 06 / 30 / 2000 05 : 44 pm
to : gary a hanks / hou / ect @ ect , angela henn / hou / ect @ ect , howard b
camp / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j farmer / hou / ect @ ect ,
gary w lamphier / hou / ect @ ect , david baumbach / hou / ect @ ect , lisa
csikos / hou / ect @ ect , joanie h ngo / hou / ect @ ect , jennifer blay / hou / ect @ ect , pat
clynes / corp / enron @ enron
cc : robert e lloyd / hou / ect @ ect
subject : preliminary "" buyback & deficiency deals "" worksheet for july 2000
activity
attached is a preliminary "" buyback & deficiency deals "" worksheet for july
2000 activity ."
ham,"Subject: re :
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by david baumbach / hou / ect on 07 / 17 / 2000
11 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 07 / 17 / 2000 10 : 43 am
to : david baumbach / hou / ect @ ect
cc :
subject : re :
since we cannot fix the deal , go ahead and put a fixed price of $ 2 . 81359 on
both lines of the may 2000 deal . this will allow us to pay correctly . if
you can , please put some comments in the deal noting the true deal price so
we have an audit trail . just let me know when it is done .
thanks ,
megan"
ham,"Subject: extend deal
during the month of june there is flow at meter 6347 , but there is no deal .
there is a deal in may ( deal 290472 ) , "" could you extend that deal for the
month of june ? """
ham,"Subject: enron actuals for july 14 thru 16 , 2000
july 14 teco tap 10 . 000 / enron 60 . 000 / hpl iferc
ls hpl katy 30 . 000 / enron
july 15 teco tap 10 . 000 / enron 95 . 000 / hpl
iferc
ls hpl katy 30 . 000 / enron
july 16 teco tap 10 . 000 / enron 55 . 000 / hpl
iferc
ls hpl katy 30 . 000 / enron"
ham,"Subject: re : saudi arabia
i spoke to mr . maldinado this morning and it doesn ' t look good . he claims he
has a connection to the minister of "" energy "" who will allocate gas to him . i
asked where would the gas be delivered , and he said anywhere you want it .
short term or long term ? again , anything you want , but probably long term is
better .
i pointed out that there isn ' t an energy minister in saudi and would he know
the name of the minister whose giving him the gas ? he stumbled and couldn ' t
remember the name .
finally he said "" what do you have to lose ? just send me a letter requesting
gas with the specs , location and duration "" and he ' ll do his best to get it .
if you want to try it rob , he ' s all yours . his fax number is 562 / 866 - 7368 ,
address 16276 grand avenue , bellflower , ca 90706 .
regards ,
samir
rob stewart
07 / 20 / 2000 02 : 47 am
to : samir salama / enron _ development @ enron _ development
cc :
subject : saudi arabia
this sounds right up your street
thanks
- - - - - - - - - - - - - - - - - - - - - - forwarded by rob stewart / enron _ development on
07 / 20 / 2000 02 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer @ ect
06 / 15 / 2000 03 : 05 pm
to : rob stewart / eu / enron @ enron
cc :
subject : saudi arabia
rob ,
i got your name from doug leach . he thought that you would be the person to
talk to about this .
i got a call last night from rudolph maldonado . ( the operator forwarded him
our way . ) he stated that he has some natural gas to sell in saudi arabia .
his number is 562 - 866 - 1755 . could you give him a call and check this out ? i
told him that i would find someone that he could discuss this with .
i can be reached at 3 - 6905 if you have any questions .
daren farmer"
ham,"Subject: revision # 1 - hpl nom for july 25 , 2000
( see attached file : hplo 725 . xls )
- hplo 725 . xls"
ham,"Subject: extend deal
i have flow at meter 989602 for july without a deal to allocate to . for
june production , deal number 276494 was at the meter . please either extend
the deal or create a ticket . if you have any questions , please call me at
ext . 35251 .
thank you ,
mary jane"
ham,"Subject: re : august spot tickets
vance ,
deal # 348777 has been created and entered in sitara for duke energy trading
& marketing , l . l . c .
bob
vance l taylor
07 / 28 / 2000 03 : 09 pm
to : robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi
withers / hou / ect @ ect , hillary mack / corp / enron @ enron , donald p
reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : august spot tickets
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of august . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume price
duke energy trading & marketing 6347 200 mmbtu / d 85 % if / hsc
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 07 / 28 / 2000
02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
07 / 28 / 2000 09 : 33 am
to : robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi
withers / hou / ect @ ect , hillary mack / corp / enron @ enron , melissa
graves / hou / ect @ ect , susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect
subject : august spot tickets
bob ,
hplc will be purchasing wellhead gas from the producers listed below for the
production month of august . this production will be purchased on a "" spot ""
basis and deal tickets should be created and entered into sitara based on the
following information :
counterparty meter volume price
whiting petroleum corp 6523 200 mmbtu / d 91 % if / hsc
engage energy us , lp 5923 775 mmbtu / d 100 % if / hsc less $ 0 . 24
engage energy us , lp 5848 240 mmbtu / d 100 % if / hsc less $ 0 . 24
swift energy 2630 21 mmbtu / d 90 % if / hsc less $ 0 . 258
additionally , this are producer svcs . deals and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353"
ham,"Subject: more information to eastrans nominations changes effective 7 / 29 / 00
on saturday , 7 / 29 / 00 , 6884 mmbtu was delivered into the mobil beaumont
redelivery point . this will be considered a sale into mobile beaumont . there
will not be gas redelivered into mobil beaumont on july 30 th , 31 st or august lst .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
07 / 31 / 2000 10 : 17 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
07 / 31 / 2000 08 : 47 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad
w . cass / gcs / cec / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec , bruce
mcmills / ftworth / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec , donna
c . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
briley @ enron . com , dfarmer @ enron . com , stacey . neuweiler @ enron . com ,
carlos . j . rodriguez @ enron . com , sharon beemer / ftworth / pefs / pec @ pec
cc :
subject : eastrans nominations changes effective 7 / 29 / 00
on 7 / 29 / 00 the compressor went down for hpl deliveries into eastrans . 3486
mmbtu was delivered on 7 / 29 / 00 . redeliveries for the 29 th will be 3486 into
hpl
from fcv . the differential of 7800 mmbtu - 3486 mmbtu = 4314 mmbtu will be a
sale into hpl .
on july 30 th , 31 st and august lst there is 0 gas flow . 7800 mmbtu per day
will
be sold into hpl ."
ham,"Subject: 75 th anniversary celebration
thank you for your fantastic responses to our reservations request . there
has been some confusion concerning the dinner only option . if you are
planning to spend the night , you do not need to respond to that option . it
is listed only for those who do not plan to spend the night .
we are preparing name tags for all the employees invited to the hpl
anniversary celebration . please email me with the name you would like to
appear on your nametag , such as nicknames , etc . if we do not hear from you
by wednesday , august 2 , we will use the name as it appears in the list we
acquired from hr . please print this memo for any employees who do not have
access to email .
thank you so much for your help ."
ham,"Subject: enron / hpl actuals for july 28 - 30 , 2000
july 28 , 2000
teco tap 10 . 000 / enron ; 61 . 250 / hpl iferc ; 8 . 750 / hpl gas
daily
ls hpl lsk ic 30 . 000 / enron
july 29 , 2000
teco tap 10 . 000 / enron ; 100 . 000 / hpl gas daily
ls hpl lsk ic 30 . 000 / enron
july 30 , 2000
teco tap 10 . 000 / enron ; 110 . 000 / hpl gas daily
ls hpl lsk ic 30 . 000 / enron"
ham,"Subject: eastrans nomination changes effective 8 / 4 / 00
please increase deliveries to eastrans to 30 , 000 mmbtu / dy effective 8 / 4 / 00
the redeliveries will be :
7 , 800 from fuels cotton valley
22 , 200 to pg & e"
ham,"Subject: cdnow order confirmation
dear daren ,
thank you for shopping at cdnow .
this email is to confirm your order number 21424229 .
to check the status of this order or to make any changes , click or
copy / paste this link into your web browser :
http : / / cdnow . com / myorder / otid = 21424229
you can also access your order history directly from our home page .
you have ordered the following item :
fats domino : 50 greatest hits ( cd )
this will ship via u . s . postal service .
the shipping address for this order is :
daren farmer
5519 clarkston ln
spring , tx 77379
your order total is $ 28 . 98 .
please do not reply to this email . if you have questions about your
order that are not addressed in your online order history , please visit
our contact cdnow page using this link :
http : / / cdnow . com / service
this order is worth 270 fast forward rewards ( tm ) program
points . these "" points pending "" will appear in your membership summary as
"" points earned "" after your order has shipped .
thanks again for shopping at cdnow .
sincerely ,
cdnow customer service
never miss a beat .
cdnow , inc .
http : / / cdnow . com
aol keyword : cdnow
1757978"
ham,"Subject: hpl nom for august 11 , 2000
oops , i sent you the wrong nom . . . here is the correct hpl nom for august 11 ,
2000 . . sorry . . . .
( see attached file : hplo 811 . xls )
- hplo 811 . xls"
ham,"Subject: revision # 1 - enron / hpl actuals for july 23 , 2000 10 . 000 / enron
ls hpl lsk ic 30 . 000 / enron
corrected numbers :
teco tap 45 . 000 / hpl iferc ; 10 . 000 / enron
ls hpl lsk ic 30 . 000 / enron
july 28 , 2000
previous numbers :
teco tap 10 . 000 / enron ; 61 . 250 / hpl iferc ; 8 . 750 / hpl gas
daily
ls hpl lsk ic 30 . 000 / enron
corrected numbers :
teco tap 10 . 000 / enron ; 66 . 250 / hpl iferc ; 3 . 750 / hpl gas
daily
ls hpl lsk ic 30 . 000 / enron"
ham,"Subject: re : prime operating company , uribe # 1 , jennings ranch field , zapata
county , tx
melissa ,
deal # 362921 has been created and entered in sitara .
bob
enron north america corp .
from : melissa graves 08 / 10 / 2000 02 : 54 pm
to : robert cotten / hou / ect @ ect , jennifer blay / hou / ect @ ect
cc : donald p reinhardt / hou / ect @ ect , susan smith / hou / ect @ ect , vance l
taylor / hou / ect @ ect , tom acton / corp / enron @ enron , mary jo johnson / hou / ect @ ect ,
christy sweeney / hou / ect @ ect , elizabeth l hernandez / hou / ect @ ect , lisa
hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect
subject : re : prime operating company , uribe # 1 , jennings ranch field , zapata
county , tx
bob / jennifer : ,
bob ,
the following production is now on - line ( behind an existing meter ) . please
create and enter a ticket into sitara based on the following :
counterparty meter period volumes price
prime operating company 6388 8 / 1 / 00 - 8 / 31 / 00 400 mmbtu / d 85 % if / hsc
this is a producer svcs . deal and should be tracked in the im wellhead
portfolio , attached to the gathering contract .
once the paper is signed and reserves are published , susan smith will prepare
a formal deal ticket for the full term .
jennifer ,
please prepare and transmit to prime operating company , a first purchaser gtc
based on the following
information :
counterparty : prime operating company
contract date : 8 / 1 / 00
term expires : 8 / 31 / 00
contract type : first purchaser gtc
contract price : 85 % if / hsc
sitara no . : to be assigned
tagg no . : to be assigned
meter : 098 - 6388 , facility 17385
wells :
facility no . facility name meter county
50693 uribe , a . a . # 1 098 - 6388 zapata
mailing address :
2900 wilcrest drive , suite 475
houston , texas 77042 - 6009
attention : mr . vern elmore
payment information : by check to the above address
telephone number : ( 713 ) 735 - 0000
fax number : ( 713 ) 735 - 0090
please provide me with a copy of the gtc for our files once completed .
please call if you have any questions or need additional information .
thank you ,
melissa
x 39173
- - - - - - - - - - - - - - - - - - - - - forwarded by melissa graves / hou / ect on 08 / 10 / 2000 11 : 42
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 08 / 10 / 2000 09 : 13 am
to : melissa graves / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , david baumbach / hou / ect @ ect , susan
smith / hou / ect @ ect , vance l taylor / hou / ect @ ect , tom acton / corp / enron @ enron ,
mary jo johnson / hou / ect @ ect , jennifer blay / hou / ect @ ect , christy
sweeney / hou / ect @ ect , hillary mack / corp / enron @ enron , lisa hesse / hou / ect @ ect ,
trisha hughes / hou / ect @ ect
subject : re : prime operating company , uribe # 1 , jennings ranch field , zapata
county , tx
melissa ,
deal # 361155 has been created and entered in sitara .
bob
enron north america corp .
from : melissa graves 08 / 09 / 2000 02 : 19 pm
to : robert cotten / hou / ect @ ect
cc : donald p reinhardt / hou / ect @ ect , susan smith / hou / ect @ ect , vance l
taylor / hou / ect @ ect , tom acton / corp / enron @ enron , mary jo johnson / hou / ect @ ect ,
jennifer blay / hou / ect @ ect , christy sweeney / hou / ect @ ect , hillary
mack / corp / enron @ enron , lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect
subject : prime operating company , uribe # 1 , jennings ranch field , zapata
county , tx
bob ,
the following production is now on - line ( behind an existing meter ) . please
create and enter a ticket into sitara based on the following :
counterparty meter period - volumes price
prime operating company 6388 7 / 28 - 167 mmbtu / d 85 % gas daily
7 / 29 - 382 mmbtu / d
7 / 30 - 370 mmbtu / d
7 / 31 - 415 mmbtu / d
this is a producer svcs . deal and should be tracked in the im wellhead
portfolio , attached to the gathering contract .
thank you ,
melissa
x 39173"
